At_gene	NAME	GWEIGHT	s1	s3	s5	r1	r3	r5
AT2G29100	Glutamate receptor	1.000000	-0.333687	1.174997	1.008023	0.746504	1.402965	2.112232
AT3G46070	C2H2-type zinc finger family protein	1.000000	-0.469218	1.957374	1.421869	1.055467	2.316545	3.403792
AT4G02670	IDD12	1.000000	-2.041429	0.774915	-0.379094	0.109866	1.368713	1.968130
AT2G42900	At2g42900	1.000000	-3.133799	0.439092	-1.142244	-0.689773	0.862552	2.495751
AT1G27040	Protein NRT1/ PTR FAMILY 4.5	1.000000	-1.765793	-0.298059	-1.081530	-0.613089	0.492070	1.130556
AT5G57690	Diacylglycerol kinase 4	1.000000	-2.321646	-0.217325	-1.274341	-0.801451	-0.004348	1.782824
ATMG00900	CcmC	1.000000	-0.172091	1.902689	0.822734	0.819517	1.555023	3.142159
AT1G07750	At1g07750/F24B9_13	1.000000	-0.959546	0.688862	1.218116	0.049722	2.367486	3.894882
AT3G02310	SEP2	1.000000	-1.743858	1.097815	1.212651	-1.160167	-0.415498	2.830477
AT4G14090	UDP-glycosyltransferase 75C1	1.000000	-2.490017	-0.173350	-0.670511	-2.092141	-1.580522	0.678059
AT5G07990	Flavonoid 3'-monooxygenase	1.000000	-1.590174	-0.001280	0.664154	-1.248440	-0.237480	2.757385
AT1G50040	F2J10.8 protein	1.000000	-1.166401	-0.261085	-0.359337	-1.242473	-0.773958	1.554670
AT1G03940	Coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 1	1.000000	-1.333693	0.024579	-0.772358	-1.299223	-1.530334	1.743586
ATCG00510	Photosystem I reaction center subunit VIII	1.000000	-0.987051	1.213547	0.360682	-1.169902	-0.847734	4.106930
AT3G44900	Cation/H(+) antiporter 4	1.000000	-1.921574	-0.091551	-0.094174	-0.682593	-1.305874	3.347281
AT4G14780	Kinase like protein	1.000000	-1.944430	0.227345	3.434665	0.117959	-0.385947	3.731292
AT3G26010	F-box protein At3g26010	1.000000	-2.200256	-0.442078	1.319399	-0.443003	-1.181546	1.241542
AT5G50100	Uncharacterized protein At5g50100, mitochondrial	1.000000	-1.074312	0.353864	1.010543	0.176399	-0.224040	1.201850
AT2G30550	Phospholipase A1-Igamma2, chloroplastic	1.000000	-0.354042	0.403995	1.065665	-0.470858	1.363288	1.124289
AT3G22800	Leucine-rich repeat extensin-like protein 6	1.000000	-0.729511	1.681217	2.283654	0.565201	2.440126	1.989797
AT3G21520	Putative uncharacterized protein At3g21520	1.000000	0.802324	3.104507	3.753152	1.653300	4.155612	3.740332
AT1G13130	At1g13130	1.000000	-1.769216	0.523386	1.321508	-1.084366	2.269429	1.431319
AT4G39360	At4g39360	1.000000	-1.028006	0.815637	1.470664	-0.573711	1.307386	1.047874
AT2G19410	U-box domain-containing protein kinase family protein	1.000000	-1.124786	0.929681	1.206386	-1.053506	1.859578	0.940225
AT1G05020	Clathrin coat assembly protein AP180	1.000000	0.178117	2.600608	2.688858	0.299223	3.607031	2.531671
AT1G12240	Acid beta-fructofuranosidase 4, vacuolar	1.000000	-1.286403	1.518518	1.274777	0.138668	2.058978	1.718050
AT2G01880	Purple acid phosphatase 7	1.000000	-0.236255	1.149601	1.346920	0.032722	2.130757	1.033258
AT1G15180	Protein DETOXIFICATION 13	1.000000	-0.003771	1.170190	1.582218	0.326437	2.264026	1.158909
AT1G04290	F19P19.27 protein	1.000000	-0.369999	1.809093	3.307299	-0.507894	4.412728	1.604574
AT1G18270	Ketose-bisphosphate aldolase class-II family protein	1.000000	-0.354974	1.183561	1.633655	0.487596	2.446213	1.154499
AT4G39730	PLAT1	1.000000	-0.090488	1.824127	1.833023	0.980462	3.116436	1.562845
AT5G26040	Histone deacetylase 2	1.000000	-0.057536	1.185204	1.100185	0.545401	1.962070	0.703944
AT3G11570	Protein trichome birefringence-like 8	1.000000	-0.174322	1.510687	1.577220	0.568600	2.736629	0.727043
AT1G33700	Non-lysosomal glucosylceramidase	1.000000	-0.999845	1.156744	1.005066	0.249017	3.197325	1.539743
AT4G37330	At4g37330	1.000000	-1.312186	1.000137	0.978657	-0.645716	1.167581	0.259528
AT5G19870	At5g19870	1.000000	-2.834668	2.496704	1.741195	-1.441408	2.581698	0.492342
AT1G26820	Ribonuclease 3	1.000000	-1.848709	3.504134	2.503854	-1.572718	3.647539	-0.053931
AT5G15290	Casparian strip membrane protein 5	1.000000	-2.185766	1.321846	-0.134227	-2.379367	1.383623	-0.508487
AT1G66460	Protein kinase superfamily protein	1.000000	-1.703096	-0.299193	-0.816440	-1.878153	-0.199774	-1.053279
AT3G45010	Serine carboxypeptidase-like 48	1.000000	-1.388284	1.547030	0.576747	-0.917414	1.627742	0.102996
AT1G01180	S-adenosyl-L-methionine-dependent methyltransferase domain-containing protein	1.000000	-0.097384	1.831682	1.213410	0.189729	1.935343	0.936925
AT5G24040	Putative F-box/kelch-repeat protein At5g24040	1.000000	-0.061578	1.706753	1.362994	-0.215332	1.945073	1.067172
AT4G33960	At4g33960	1.000000	0.356818	2.072325	1.436674	0.391231	1.501328	1.006365
AT4G38340	Protein NLP3	1.000000	-0.348208	1.503028	1.174920	0.259204	1.703445	0.229677
AT5G04200	MCP2f	1.000000	-1.476518	1.640436	0.099384	-1.734629	1.965062	-0.689059
AT3G21550	AT3g21550/MIL23_11	1.000000	-1.322454	1.400543	0.086412	-1.415189	1.864997	-1.080511
AT1G06090	Delta-9 desaturase-like 1 protein	1.000000	-1.343939	3.272024	1.653448	-1.879615	4.475857	-0.485307
AT3G56080	Probable methyltransferase PMT22	1.000000	-1.265751	0.724294	-0.096783	-1.956901	1.101527	-1.366074
AT4G34320	UPF0496 protein At4g34320	1.000000	-0.525041	1.325796	1.008476	-0.679734	2.137816	0.404749
AT1G76360	At1g76360	1.000000	0.261624	1.623553	1.370337	-0.349449	2.214466	0.580673
AT5G22140	FAD/NAD(P)-binding oxidoreductase family protein	1.000000	0.558968	1.072889	1.040406	0.359563	1.307740	0.663386
AT1G48820	Terpene cyclase, putative	1.000000	-1.615038	-0.208651	-0.909769	-2.269728	0.325348	-1.179261
AT2G18450	Succinate dehydrogenase [ubiquinone] flavoprotein subunit 2, mitochondrial	1.000000	-1.204167	1.706676	0.697452	-2.773508	4.019095	-1.133757
AT5G43400	AT5g43400/MWF20_9	1.000000	1.677562	3.012660	2.638721	0.597307	4.326440	1.103821
AT1G78440	Gibberellin 2-beta-dioxygenase 1	1.000000	-3.417253	0.111150	-2.239762	-3.833866	-0.906145	-2.165302
AT5G03260	Laccase-11	1.000000	-1.501848	2.473157	-0.307372	-1.765419	1.765367	-0.449429
AT5G24770	Vegetative storage protein 2	1.000000	-1.397600	1.623826	0.121477	-0.913025	1.481926	-0.431679
AT2G44260	Plant protein of unknown function (DUF946)	1.000000	-2.595939	2.830752	0.109951	-1.247972	2.774347	-0.190814
AT3G16690	Nodulin MtN3 family protein	1.000000	-2.483806	0.708356	-1.639511	-2.246446	1.301857	-0.943988
AT4G27710	Cytochrome P450 709B3	1.000000	-1.656162	0.580916	-1.140925	-1.227264	0.824151	-0.775227
AT1G58370	glycosyl hydrolase family 10 protein / carbohydrate-binding domain-containing protein	1.000000	-1.839309	2.304450	-0.594796	-1.592651	2.392062	-0.378216
AT5G48920	At5g48920	1.000000	-1.895468	2.554459	-0.616175	-1.520212	2.132082	-0.360419
AT4G03140	NAD(P)-binding Rossmann-fold superfamily protein	1.000000	-1.893826	0.634064	-1.170753	-1.322922	0.281180	-0.844252
AT1G05310	Probable pectinesterase 8	1.000000	-3.126803	2.985389	-0.512486	-2.979333	4.752772	-0.139928
AT2G38900	PR-6 proteinase inhibitor family protein	1.000000	0.408987	3.065874	0.668777	-0.574832	4.181486	2.238070
AT4G39500	cytochrome P450, family 96, subfamily A, polypeptide 11	1.000000	-1.091876	2.550175	-0.090878	-2.158262	3.126126	0.902883
AT4G08160	Putative glycosyl hydrolase family 10 protein	1.000000	-1.069118	1.469968	-0.762525	-1.715823	1.751364	0.268971
AT1G23060	MDP40	1.000000	-1.639393	1.005778	-0.517889	-1.581026	1.955130	0.401044
AT4G04750	Major facilitator superfamily protein	1.000000	-1.394001	0.069443	-1.162430	-1.340173	0.507138	-0.380574
AT2G18620	Geranylgeranyl pyrophosphate synthase 7, chloroplastic	1.000000	-1.721588	0.260919	-1.247960	-1.419062	0.508740	-0.160019
AT3G16900	Protein LURP-one-related 13	1.000000	-2.281576	1.227363	-0.617742	-1.037062	1.682878	0.327396
AT3G29810	COBRA-like protein 2	1.000000	-1.077454	1.010302	-0.181608	0.076479	1.385347	0.879720
AT4G25160	U-box domain-containing protein 35	1.000000	-1.127391	1.485590	-0.093636	-2.502389	0.709677	0.125124
AT1G68520	Zinc finger protein CONSTANS-LIKE 6	1.000000	-2.138632	0.817771	-1.700948	-3.048974	0.000817	-0.731606
AT4G04460	Aspartic proteinase A3	1.000000	-1.743874	1.295855	-0.533104	-2.449646	0.837007	0.159487
AT4G34830	Pentatricopeptide repeat-containing protein MRL1, chloroplastic	1.000000	-1.796025	0.266940	-1.236462	-1.685091	-0.663457	-0.620439
AT1G21670	F8K7.9	1.000000	-2.825797	1.443647	-1.440517	-2.250283	-0.548784	-0.421876
AT1G01620	Aquaporin PIP1-3	1.000000	-1.965673	0.407123	-1.265998	-1.769183	-0.889144	-0.518520
AT5G25090	ENODL13	1.000000	-1.438831	-0.116235	-1.203324	-1.348705	-0.662488	-0.527870
AT5G51850	TRM24	1.000000	-1.972363	0.324671	-1.244160	-1.558840	-0.243991	-0.276153
AT4G15480	Glycosyltransferase	1.000000	-2.782279	0.279566	-1.394672	-2.229246	0.265712	0.504571
AT5G26260	F9D12.8 protein	1.000000	-2.119887	0.699464	-1.368548	-1.636435	0.460086	0.896484
AT1G09890	Rhamnogalacturonate lyase family protein	1.000000	-0.929172	1.507470	-0.415854	-1.229587	1.650192	1.339879
AT5G02180	Putative uncharacterized protein At5g02180/T7H20_230	1.000000	-1.837921	0.000560	-1.437916	-1.785225	0.005967	-0.234106
AT5G39865	Uncharacterized protein At5g39865	1.000000	0.155902	1.118326	0.807127	0.258494	1.495461	1.454448
AT4G33820	Glycosyl hydrolase family protein	1.000000	-1.084421	1.980560	0.492679	-1.514775	1.010194	1.201893
AT5G02090	Putative uncharacterized protein At5g02090	1.000000	-1.734825	1.418663	-0.147788	-1.767231	0.841056	1.528473
AT3G14630	Cytochrome P450, family 72, subfamily A, polypeptide 9	1.000000	-1.967196	1.246923	0.405871	-0.614175	-0.151027	1.817909
AT2G39490	F-box protein At2g39490	1.000000	-0.281302	1.905788	1.440142	0.598251	1.059113	2.091576
AT1G26890	FBD, F-box and leucine rich repeat domain-containing protein	1.000000	-0.265636	1.825258	0.972510	0.573254	1.014850	1.828227
ATMG00513	NADH dehydrogenase 5A	1.000000	-0.535076	2.222027	1.487056	0.307567	1.384789	2.256687
AT2G30790	Putative oxygen-evolving enhancer protein 2-2	1.000000	-1.865123	1.046892	-1.417947	-0.296489	0.078135	0.923913
AT2G07785	NADH dehydrogenase I subunit 1	1.000000	-0.129823	2.942353	0.302276	1.056869	1.927409	3.006708
AT5G52030	Putative uncharacterized protein	1.000000	-1.730600	-0.085778	-1.026648	-1.018310	-0.730568	-0.328198
AT3G02380	Zinc finger protein CONSTANS-LIKE 2	1.000000	-2.590236	0.196635	-1.515981	-1.598171	-0.569644	-0.376109
ATMG00180	CcmFC	1.000000	-0.789544	2.123644	0.280662	0.503717	1.859649	2.151542
AT3G25810	Beta-myrcene/(E)-beta-ocimene synthase 2, chloroplastic	1.000000	-1.560683	1.100341	-0.145943	0.141427	0.450849	1.160158
AT4G20800	Berberine bridge enzyme-like 17	1.000000	0.535712	-1.085453	0.543939	1.040675	-2.888806	-0.273018
AT3G05720	Importin subunit alpha-7	1.000000	0.767572	-0.117999	1.050864	1.012399	-1.215828	0.610328
AT2G30690	Probable myosin-binding protein 4	1.000000	1.046320	-0.554123	0.608465	1.047872	-1.467540	0.691177
AT3G21100	RNA-binding (RRM/RBD/RNP motifs) family protein	1.000000	-0.590825	-1.158801	-0.398674	-0.859622	-1.705779	-1.065796
AT5G24660	LSU2	1.000000	2.153359	0.130190	2.297438	1.455332	-1.301530	0.518329
AT5G63130	At5g63130	1.000000	1.778055	0.647413	2.804942	1.210575	-0.849055	1.136410
AT5G05770	WUSCHEL-related homeobox 7	1.000000	2.115451	1.620454	2.385323	1.734122	0.792651	1.989963
AT3G15890	PTI1-like tyrosine-protein kinase At3g15890	1.000000	0.704974	-1.384453	1.329907	0.579253	-2.042890	0.499383
AT5G59190	subtilase family protein	1.000000	0.747812	-1.580870	1.929537	0.349121	-1.773609	0.603263
AT2G41690	Heat stress transcription factor B-3	1.000000	3.678769	2.464595	3.270260	2.690346	1.636423	2.558346
AT1G23000	Heavy metal transport/detoxification superfamily protein	1.000000	0.419157	-1.230247	-0.517501	-0.822142	-2.773545	-1.103904
AT5G53980	Homeobox-leucine zipper protein ATHB-52	1.000000	2.022036	-1.030457	0.356820	0.543675	-2.383560	0.077809
AT1G22480	At1g22480	1.000000	1.139933	-1.887902	-0.128522	-0.192365	-3.167359	-0.354004
AT3G57450	At3g57450	1.000000	2.242704	0.585978	1.826067	1.447832	-0.542964	1.456618
AT4G38880	Amidophosphoribosyltransferase 3, chloroplastic	1.000000	1.762291	1.894372	2.962153	0.917220	-1.052407	0.901118
AT4G02420	L-type lectin-domain containing receptor kinase IV.4	1.000000	1.110777	1.340974	2.470700	0.635483	-0.463446	1.223712
AT3G63060	EID1-like F-box protein 3	1.000000	1.452727	1.548449	3.166994	1.112522	-0.049267	1.462349
AT4G15700	Monothiol glutaredoxin-S3	1.000000	0.114860	-0.340763	1.707132	-1.888379	-1.442405	1.099615
AT3G28850	Uncharacterized protein At3g28850	1.000000	1.507617	0.608820	1.892908	-0.155162	0.170093	1.897466
AT4G15680	Monothiol glutaredoxin-S4	1.000000	0.389711	-0.492285	1.683301	-1.385123	-2.584385	1.303521
AT2G26190	IQ domain-containing protein IQM4	1.000000	1.563623	1.107725	1.536419	0.694834	0.484379	1.667129
AT2G23800	Heterodimeric geranylgeranyl pyrophosphate synthase large subunit 2	1.000000	1.600218	0.844998	1.620928	-0.076403	-1.735732	1.235567
AT3G03190	Glutathione S-transferase F11	1.000000	-0.538089	-1.130004	-0.601733	-1.245825	-2.043956	-0.247434
AT4G35650	Isocitrate dehydrogenase [NAD] regulatory subunit 3, mitochondrial	1.000000	1.139108	0.148024	1.023353	0.024459	-1.358704	1.244004
AT4G21120	CAT1	1.000000	2.141950	1.197926	2.324726	0.933701	0.959519	1.898971
AT3G50870	Putative uncharacterized protein At3g50870	1.000000	-0.245506	-1.593258	-0.082544	-1.679940	-2.560217	-1.264442
AT4G25580	ARM repeat superfamily protein	1.000000	2.703318	1.835955	3.012139	1.201882	0.650982	2.270242
AT1G55720	cation exchanger 6	1.000000	1.594795	-0.498926	1.751167	-0.501676	-1.830541	0.990918
AT5G12870	Transcription factor MYB46	1.000000	0.304174	-2.688009	0.762052	-1.003431	-2.888681	1.281840
AT1G10780	F-box/RNI-like superfamily protein	1.000000	-0.291713	-1.239299	-0.560567	-1.016738	-1.601068	0.150772
AT3G58780	K-box region and MADS-box transcription factor family protein	1.000000	0.613360	0.875312	4.539828	1.164454	-1.624677	2.958065
AT5G23230	Nicotinamidase 2	1.000000	0.911377	0.939326	1.789434	1.039680	0.561434	1.178197
AT1G10400	UDP-glycosyltransferase 90A2	1.000000	-1.267836	-1.625949	0.907441	-1.854592	-2.671089	0.399909
AT5G61890	Ethylene-responsive transcription factor ERF114	1.000000	1.807650	1.380011	3.785564	2.498654	1.324900	3.707127
AT4G31360	Putative uncharacterized protein At4g31360	1.000000	-0.330312	-0.803324	-1.948358	-1.376740	-1.884516	0.077432
AT5G61940	Ubiquitin carboxyl-terminal hydrolase-related protein	1.000000	1.074692	-0.026718	-1.041229	-0.823184	-1.289132	0.873011
AT1G27660	Transcription factor bHLH110	1.000000	-0.540457	-1.108115	-1.398107	-1.462419	-1.662789	-0.799219
AT3G58960	Putative F-box protein At3g58960	1.000000	0.260300	-0.685071	-1.564392	-1.224512	-2.105163	0.421520
AT3G54060	Myosin-M heavy protein	1.000000	-0.073190	-1.100937	-1.875662	-1.248113	-2.276858	-0.228725
AT4G35590	Protein RKD5	1.000000	0.450397	-1.418033	-1.217586	-0.867184	-1.634048	0.240667
AT3G57500	Fission regulator-like protein	1.000000	0.426376	-1.176929	-1.246596	-0.887741	-1.767063	0.125411
AT1G15570	CYCA2	1.000000	-0.327515	-1.163144	-1.337647	-1.032163	-1.477574	-0.442002
AT5G49010	DNA replication complex GINS protein SLD5	1.000000	0.649245	-1.090455	-1.081697	-1.075533	-2.089856	0.483763
AT3G58650	GPI-anchored adhesin-like protein	1.000000	-0.423076	-1.343004	-1.196952	-1.319925	-1.647957	-0.708464
AT4G01730	Protein S-acyltransferase 18	1.000000	-0.536820	-1.275815	-1.028294	-1.107513	-1.471835	-0.265172
AT4G05380	P-loop containing nucleoside triphosphate hydrolases superfamily protein	1.000000	1.610037	-0.561144	-0.236897	0.193001	-1.462416	1.977208
AT2G46770	NAC domain-containing protein 43	1.000000	-0.104312	-1.614176	-1.917791	-1.853046	-2.223936	0.137562
AT3G57600	Dehydration-responsive element-binding protein 2F	1.000000	0.181870	-0.681833	-1.769317	-1.189242	-1.248835	-0.381740
AT4G33130	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 9 plant structures; EXPRESSED DURING: 6 growth stages; BEST Arabidopsis thaliana protein match is: Protein of  /.../n function, DUF547 (TAIR:AT1G16750.1); Has 192 Blast hits to 192 proteins in 18 species: Archae - 0; Bacteria - 0; Metazoa - 1; Fungi - 0; Plants - 189; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink).	1.000000	0.094934	-1.177986	-1.575419	-1.008530	-0.906505	-0.650091
AT2G34060	Peroxidase 19	1.000000	-0.581476	-2.322092	-2.364425	-2.359351	-2.183755	-1.716185
AT3G49950	Scarecrow-like protein 32	1.000000	1.466435	-0.929593	-1.073182	-0.873346	-1.115669	-0.346821
AT3G46940	DUTP-PYROPHOSPHATASE-LIKE 1	1.000000	-0.372416	-1.015684	-1.586201	-0.814040	-1.317903	-0.902935
AT2G16910	Transcription factor ABORTED MICROSPORES	1.000000	2.033015	-0.652605	-1.397073	0.132828	-1.034430	1.036271
AT3G22740	Homocysteine S-methyltransferase 3	1.000000	0.246534	-1.520767	-1.968108	-0.952046	-1.859291	-0.149217
AT1G68810	Transcription factor bHLH30	1.000000	-0.094083	-1.199740	-1.232522	-0.861346	-1.247179	-0.816578
AT3G63300	VAN3-binding protein	1.000000	-0.522782	-1.180448	-1.252773	-0.968927	-1.068622	-0.976891
AT3G51060	Protein SHI RELATED SEQUENCE 1	1.000000	0.137357	-1.194714	-1.277813	-0.447062	-1.136054	-0.485480
AT4G39030	Protein DETOXIFICATION 47, chloroplastic	1.000000	3.264618	0.139229	2.041771	0.112936	0.087136	2.315955
AT3G53010	Carbohydrate esterase, putative (DUF303)	1.000000	2.465450	0.374319	1.582929	0.192736	-0.368453	1.145258
AT2G45480	Growth-regulating factor 9	1.000000	0.061449	-1.850535	-0.992544	-1.698796	-2.382655	-0.904621
AT3G54430	Protein SHI RELATED SEQUENCE 6	1.000000	0.158961	-1.273711	-0.961484	-1.133611	-1.713234	-0.736559
AT1G72240	Putative uncharacterized protein T9N14.5	1.000000	1.963828	-1.117455	-0.414824	-0.888846	-1.994221	0.247933
AT5G08030	PLC-like phosphodiesterases superfamily protein	1.000000	1.912349	-1.134111	-0.781400	-0.746684	-3.052003	-0.543765
AT1G68430	At1g68430	1.000000	0.900027	-1.380189	-1.289046	-2.207720	-2.201798	-0.561258
AT3G13390	L-ascorbate oxidase pectinesterase-like protein pollen-specific protein-like	1.000000	1.329622	0.483468	1.291554	-0.510187	0.765666	2.052464
AT3G08900	Glycosyltransferase	1.000000	1.202877	-0.451158	1.204811	-0.394168	-0.163954	2.408642
AT3G58770	Putative uncharacterized protein T20N10_120	1.000000	1.895029	-0.269826	1.150045	-0.320864	0.245626	2.141650
AT3G52910	Growth-regulating factor 4	1.000000	-0.471352	-1.196970	-0.807174	-1.469546	-1.616765	-0.404889
AT1G24070	Probable mannan synthase 10	1.000000	0.399203	-1.041473	-0.549616	-2.023682	-1.752078	0.230455
AT5G04230	Phenylalanine ammonia-lyase	1.000000	-0.482765	-1.488450	-1.381621	-1.315358	-1.381622	0.567564
AT3G47480	Probable calcium-binding protein CML47	1.000000	2.411811	0.846526	1.440690	0.014162	0.657875	4.567314
AT2G43890	Putative polygalacturonase	1.000000	-0.806322	-0.596053	-0.546020	-3.046086	-2.140121	2.857989
AT2G33260	Tryptophan/tyrosine permease	1.000000	-1.207283	-1.119443	-0.608713	-1.971236	-1.556811	0.334764
AT1G20080	Synaptotagmin-2	1.000000	-0.769505	-1.423753	-0.384122	-1.247907	-1.484459	0.617155
AT4G28380	Extensin-like protein	1.000000	-1.408264	-1.681829	-0.691959	-2.042439	-1.661286	0.844801
AT4G14723	EPIDERMAL PATTERNING FACTOR-like protein 4	1.000000	0.733948	-1.379179	1.093645	0.694860	-1.921882	-0.755692
AT4G28485	Putative uncharacterized protein	1.000000	1.706640	-0.577939	2.449004	1.785440	-0.343988	0.611629
AT5G61760	Inositol polyphosphate multikinase beta	1.000000	1.190648	-0.047689	1.523027	1.214031	0.255262	0.725464
AT2G14120	Dynamin-related protein 3B	1.000000	1.255223	-1.062487	0.836146	1.564365	-0.560780	0.348569
AT4G32370	Pectin lyase-like superfamily protein	1.000000	1.241791	-1.944911	1.002114	1.753991	-1.703493	-0.861999
AT5G27220	A_TM021B04.7 protein	1.000000	0.232466	-1.706470	0.257501	0.516960	-1.660792	-1.033513
AT4G21580	AT4g21580/F18E5_200	1.000000	1.096754	0.493062	1.313628	1.387204	0.789921	0.557376
AT4G22370	unknown protein; Has 12 Blast hits to 12 proteins in 6 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 12; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	1.000000	0.001257	-2.290375	1.069762	0.706704	-1.195716	-1.458993
AT3G08860	Alanine--glyoxylate aminotransferase 2 homolog 3, mitochondrial	1.000000	2.066285	0.550332	3.244961	2.421348	0.596225	0.366211
