Gene.ID	Root.1.hr.log2FoldChange	padj	Bnapus_gene_name	Bnapus_gene_symbol	Bnapus_position	Bnapus_description	Athaliana_gene	Athaliana_gene_symbol	Athaliana_position	Athaliana_description	pident	evalue	bitscore	top2_bitscore_diff	GO_id	INTERPRO_id
GSBRNA2T00141063001	1.709441447	0.009277551	CDX71105	BnaC03g11890D	supercontig:AST_PRJEB5043_v1:LK031791:3676174:3678054:1	BnaC03g11890D protein	AT5G59540	NA	chromosome:TAIR10:5:23995850:23997821:-1	1-aminocyclopropane-1-carboxylate oxidase homolog 12	85.922	0	1175	109	GO:0016491;GO:0055114	IPR005123;IPR026992
GSBRNA2T00141064001	2.108734787	0.007110397	CDX71106	BnaC03g11900D	supercontig:AST_PRJEB5043_v1:LK031791:3679903:3680356:1	BnaC03g11900D protein	AT5G59540	NA	chromosome:TAIR10:5:23995850:23997821:-1	1-aminocyclopropane-1-carboxylate oxidase homolog 12	83.333	7.27e-71	267	NA	NA	IPR026992
GSBRNA2T00141083001	2.018822925	3.87e-05	CDX71122	BnaC03g12060D	supercontig:AST_PRJEB5043_v1:LK031791:3761391:3763750:1	BnaC03g12060D protein	AT5G59290	UXS3	chromosome:TAIR10:5:23915530:23917998:-1	UDP-glucuronic acid decarboxylase 3	92.308	0	1472	330	GO:0000166;GO:0003824;GO:0044237;GO:0050662	IPR001509;IPR016040
GSBRNA2T00141090001	4.920947032	1.47e-07	CDX71128	BnaC03g12120D	supercontig:AST_PRJEB5043_v1:LK031791:3787147:3788220:-1	BnaC03g12120D protein	AT5G59080	NA	chromosome:TAIR10:5:23844977:23849107:-1	Emb|CAB82975.1	87.775	2.41e-131	468	NA	NA	NA
GSBRNA2T00141118001	2.112830265	0.002105983	CDX71152	BnaC03g12360D	supercontig:AST_PRJEB5043_v1:LK031791:3877722:3879396:-1	BnaC03g12360D protein	AT5G58787	NA	chromosome:TAIR10:5:23742450:23744619:1	Putative uncharacterized protein At5g58787	84.783	0	728	125	GO:0005515;GO:0008270	IPR001841;IPR013083;IPR017907
GSBRNA2T00141128001	-2.149956106	0.021649783	CDX84125	BnaC04g08870D	supercontig:AST_PRJEB5043_v1:LK031836:11748:13660:-1	BnaC04g08870D protein	AT2G36420	NA	chromosome:TAIR10:2:15286121:15289107:1	Putative uncharacterized protein At2g36420	83.508	5.55e-172	604	NA	NA	NA
GSBRNA2T00141145001	1.857676902	0.011472569	CDX84135	BnaC04g08970D	supercontig:AST_PRJEB5043_v1:LK031836:87825:88847:-1	BnaC04g08970D protein	AT2G36320	SAP4	chromosome:TAIR10:2:15228714:15230663:1	Zinc finger A20 and AN1 domain-containing stress-associated protein 4	87.407	2.42e-37	156	NA	GO:0003677;GO:0008270	IPR000058;IPR002653
GSBRNA2T00141166001	4.128259011	3.27e-11	CDX84148	BnaC04g09100D	supercontig:AST_PRJEB5043_v1:LK031836:187785:188555:-1	BnaC04g09100D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00141183001	-2.287860248	0.001960468	CDX84160	BnaC04g09220D	supercontig:AST_PRJEB5043_v1:LK031836:280121:281065:-1	BnaC04g09220D protein	AT2G36090	NA	chromosome:TAIR10:2:15158561:15159639:1	Probable F-box protein At2g36090	86.376	5.67e-111	401	NA	GO:0005515	IPR001810
GSBRNA2T00141204001	3.653087253	2.56e-06	CDX84168	BnaC04g09300D	supercontig:AST_PRJEB5043_v1:LK031836:423050:424270:-1	RING-type E3 ubiquitin transferase	AT2G35930	PUB23	chromosome:TAIR10:2:15082855:15084559:-1	E3 ubiquitin-protein ligase PUB23	88.689	0	1482	1212	GO:0000151;GO:0004842;GO:0005488;GO:0016567	IPR003613;IPR011989;IPR013083;IPR016024
GSBRNA2T00141254001	3.525896098	2.24e-06	CDX84203	BnaC04g09650D	supercontig:AST_PRJEB5043_v1:LK031836:736315:737413:-1	BnaC04g09650D protein	AT2G35480	NA	chromosome:TAIR10:2:14910343:14912048:1	Putative uncharacterized protein At2g35480	81.058	3.67e-126	451	NA	NA	NA
GSBRNA2T00141261001	7.732724194	1.85e-08	CDX84210	BnaC04g09720D	supercontig:AST_PRJEB5043_v1:LK031836:759175:760279:1	BnaC04g09720D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0004568;GO:0006032;GO:0016998	IPR000726;IPR023346
GSBRNA2T00141276001	-1.809416417	0.05315117	CDX84223	BnaC04g09850D	supercontig:AST_PRJEB5043_v1:LK031836:812182:814492:-1	BnaC04g09850D protein	AT2G35260	NA	chromosome:TAIR10:2:14849357:14852045:1	At2g35260/T4C15.7	89.223	0	1399	NA	GO:0016020	IPR003675
GSBRNA2T00141336001	-3.109907213	0.000506393	CDX84257	BnaC04g10190D	supercontig:AST_PRJEB5043_v1:LK031836:1222371:1223336:1	BnaC04g10190D protein	AT2G35150	EXL7	chromosome:TAIR10:2:14817047:14818211:-1	EXL7	86.462	0	1059	NA	NA	IPR006766
GSBRNA2T00141337001	3.018007758	7.15e-07	CDX84258	BnaC04g10200D	supercontig:AST_PRJEB5043_v1:LK031836:1223815:1226158:-1	BnaC04g10200D protein	AT2G35140	NA	chromosome:TAIR10:2:14813391:14816808:1	DCD (Development and Cell Death) domain protein	77.083	1.73e-139	497	NA	NA	IPR013989
GSBRNA2T00141369001	-2.982457995	2.51e-08	CDX84283	BnaC04g10450D	supercontig:AST_PRJEB5043_v1:LK031836:1416288:1418553:1	Tubulin beta chain	AT5G44340	TUBB4	chromosome:TAIR10:5:17859136:17861150:-1	Tubulin beta chain	81.605	0	1085	72	GO:0003924;GO:0005200;GO:0005525;GO:0005874;GO:0006184;GO:0007017;GO:0043234;GO:0051258	IPR000217;IPR002453;IPR003008;IPR008280;IPR013838;IPR017975;IPR018316;IPR023123
GSBRNA2T00141390001	3.385154009	6.99e-05	CDX84294	BnaC04g10560D	supercontig:AST_PRJEB5043_v1:LK031836:1520439:1522056:1	BnaC04g10560D protein	AT2G34650	PID	chromosome:TAIR10:2:14589736:14592140:-1	PID	86.747	0	1459	NA	GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468	IPR000719;IPR002290;IPR008271;IPR011009;IPR020635
GSBRNA2T00141394001	-2.45887631	0.010474339	CDX84297	BnaC04g10590D	supercontig:AST_PRJEB5043_v1:LK031836:1540890:1542244:-1	BnaC04g10590D protein	AT2G34620	NA	chromosome:TAIR10:2:14577083:14578382:1	Mitochondrial transcription termination factor family protein	88.209	0	1042	NA	NA	IPR003690
GSBRNA2T00141419001	4.475976159	5.93e-11	CDX84312	BnaC04g10740D	supercontig:AST_PRJEB5043_v1:LK031836:1763776:1765287:1	BnaC04g10740D protein	AT2G34500	CYP710A1	chromosome:TAIR10:2:14539373:14541617:-1	CYP710A1	82.676	0	1306	NA	GO:0005506;GO:0009055;GO:0020037;GO:0055114	IPR001128;IPR002401;IPR017972
GSBRNA2T00141425001	-3.021696487	0.000217793	CDX84316	BnaC04g10780D	supercontig:AST_PRJEB5043_v1:LK031836:1775244:1776415:1	Chlorophyll a-b binding protein, chloroplastic	AT2G34430	LHB1B1	chromosome:TAIR10:2:14524607:14525918:1	Chlorophyll a-b binding protein, chloroplastic	90.15	0	1042	26	GO:0016020	IPR001344;IPR022796;IPR023329
GSBRNA2T00141429001	5.715463088	1.03e-11	CDX84320	BnaC04g10820D	supercontig:AST_PRJEB5043_v1:LK031836:1782743:1784072:1	BnaC04g10820D protein	AT2G34390	NIP2-1	chromosome:TAIR10:2:14514933:14515958:-1	Aquaporin NIP2-1	87.313	0	983	473	GO:0005215;GO:0006810;GO:0016020	IPR000425;IPR022357;IPR023271
GSBRNA2T00141431001	5.069392432	1.54e-07	CDX84321	BnaC04g10830D	supercontig:AST_PRJEB5043_v1:LK031836:1792420:1793596:1	BnaC04g10830D protein	AT2G34390	NIP2-1	chromosome:TAIR10:2:14514933:14515958:-1	Aquaporin NIP2-1	87.082	0	976	456	GO:0005215;GO:0006810;GO:0016020	IPR000425;IPR022357;IPR023271
GSBRNA2T00141444001	-2.854820129	0.045397531	CDX84329	BnaC04g10910D	supercontig:AST_PRJEB5043_v1:LK031836:1850198:1851263:1	BnaC04g10910D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00141445001	-0.877768074	0.035527689	CDX84330	BnaC04g10920D	supercontig:AST_PRJEB5043_v1:LK031836:1852438:1855962:1	BnaC04g10920D protein	AT2G34300	NA	chromosome:TAIR10:2:14473665:14477265:-1	Probable methyltransferase PMT25	90.541	0	2318	764	GO:0008168	IPR004159
GSBRNA2T00141452001	3.30352957	1.9e-08	CDX84336	BnaC04g10980D	supercontig:AST_PRJEB5043_v1:LK031836:1876668:1877785:-1	BnaC04g10980D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005737;GO:0006535;GO:0009001;GO:0016740	IPR001451;IPR005881;IPR010493;IPR011004;IPR018357
GSBRNA2T00141455001	1.86649327	0.001073487	CDX84338	BnaC03g51620D	supercontig:AST_PRJEB5043_v1:LK031837:7266:9363:1	Hexosyltransferase	AT5G62620	GALT6	chromosome:TAIR10:5:25136702:25140024:1	Hydroxyproline O-galactosyltransferase GALT6	89.879	0	1892	NA	GO:0006486;GO:0008378;GO:0016020;GO:0030246	IPR001079;IPR002659;IPR008985;IPR013320
GSBRNA2T00141460001	1.412236188	5.59e-05	CDX84341	BnaC03g51590D	supercontig:AST_PRJEB5043_v1:LK031837:26013:28641:-1	BnaC03g51590D protein	AT5G62630	HIPL2	chromosome:TAIR10:5:25143518:25146587:-1	HIPL2 protein	87.302	0	2331	NA	GO:0003824;GO:0005975;GO:0048038	IPR011041;IPR011042;IPR012938
GSBRNA2T00141471001	-1.389010021	0.005837047	CDX84345	BnaC03g51550D	supercontig:AST_PRJEB5043_v1:LK031837:163897:166221:1	Tubulin beta-2 chain	AT5G62690	TUBB3	chromosome:TAIR10:5:25181296:25183811:1	Tubulin beta chain	91.353	0	1851	6	GO:0003924;GO:0005200;GO:0005525;GO:0005874;GO:0006184;GO:0007017;GO:0043234;GO:0051258	IPR000217;IPR002453;IPR003008;IPR008280;IPR013838;IPR017975;IPR018316;IPR023123
GSBRNA2T00141472001	-2.015989626	0.002842875	CDX84346	BnaC03g51540D	supercontig:AST_PRJEB5043_v1:LK031837:167127:170227:1	BnaC03g51540D protein	AT5G62710	NA	chromosome:TAIR10:5:25187221:25190722:1	Leucine-rich repeat protein kinase-like protein	88.889	0	1395	NA	GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468	IPR000719;IPR002290;IPR008271;IPR011009;IPR013210;IPR013320;IPR017441;IPR020635
GSBRNA2T00141493001	-1.208153722	0.028499674	CDX84354	BnaC03g51460D	supercontig:AST_PRJEB5043_v1:LK031837:235733:238871:-1	BnaC03g51460D protein	AT5G62790	DXR	chromosome:TAIR10:5:25214257:25217421:-1	1-deoxy-D-xylulose 5-phosphate reductoisomerase	90.84	0	1929	NA	GO:0000166;GO:0005515;GO:0008299;GO:0030604;GO:0046872;GO:0055114;GO:0070402	IPR003821;IPR013512;IPR013644;IPR016040;IPR026877
GSBRNA2T00141561001	3.414865421	1.68e-05	CDX84392	BnaC03g51080D	supercontig:AST_PRJEB5043_v1:LK031837:647325:649257:-1	BnaC03g51080D protein	AT5G63160	BT1	chromosome:TAIR10:5:25333172:25335570:-1	BTB/POZ and TAZ domain-containing protein 1	88.479	0	1301	NA	GO:0003712;GO:0004402;GO:0005515;GO:0005634;GO:0008270	IPR000197;IPR000210;IPR011333;IPR013069
GSBRNA2T00141567001	-1.373439997	0.00325401	CDX84395	BnaC03g51050D	supercontig:AST_PRJEB5043_v1:LK031837:758146:759948:-1	Nucleoside diphosphate kinase	AT5G63310	NDPK2	chromosome:TAIR10:5:25371904:25373904:-1	Nucleoside diphosphate kinase	86.975	0	765	NA	GO:0004550;GO:0005524;GO:0006165;GO:0006183;GO:0006228;GO:0006241	IPR001564;IPR023005
GSBRNA2T00141632001	-2.015270878	0.001407618	CDX84426	BnaC03g50740D	supercontig:AST_PRJEB5043_v1:LK031837:1101971:1103545:-1	BnaC03g50740D protein	AT5G63590	FLS3	chromosome:TAIR10:5:25456910:25458639:-1	Flavonol synthase 3	85.465	0	713	NA	GO:0016491;GO:0055114	IPR005123
GSBRNA2T00141649001	3.819602384	8.56e-10	CDX84443	BnaC03g50570D	supercontig:AST_PRJEB5043_v1:LK031837:1197640:1198716:-1	BnaC03g50570D protein	AT5G63790	ANAC102	chromosome:TAIR10:5:25526509:25528013:-1	NAC domain containing protein 102	87.129	0	673	NA	GO:0003677	IPR003441
GSBRNA2T00141652001	-3.491023986	1.21e-05	CDX84445	BnaC03g50550D	supercontig:AST_PRJEB5043_v1:LK031837:1206908:1213443:1	Beta-galactosidase	AT5G63800	BGAL6	chromosome:TAIR10:5:25530055:25535889:1	Beta-galactosidase 6	89.303	0	2621	NA	GO:0003824;GO:0005975	IPR001944;IPR008979;IPR013781;IPR017853;IPR019801
GSBRNA2T00141653001	-2.30763138	1.18e-05	CDX84446	BnaC03g50540D	supercontig:AST_PRJEB5043_v1:LK031837:1214744:1218937:1	Beta-galactosidase	AT5G63810	BGAL10	chromosome:TAIR10:5:25537074:25541529:1	Beta-galactosidase 10	89.09	0	2730	NA	GO:0003824;GO:0005975	IPR001944;IPR008979;IPR013781;IPR017853;IPR019801
GSBRNA2T00141688001	1.007948176	0.017647168	CDX84473	BnaC03g50270D	supercontig:AST_PRJEB5043_v1:LK031837:1331229:1333568:1	BnaC03g50270D protein	AT5G63990	SAL3	chromosome:TAIR10:5:25613096:25615901:1	Probable SAL3 phosphatase	89.372	0	1349	NA	GO:0006790;GO:0046854	IPR000760;IPR006239
GSBRNA2T00141689001	1.28054194	0.025567684	CDX84474	BnaC03g50260D	supercontig:AST_PRJEB5043_v1:LK031837:1334860:1336647:1	BnaC03g50260D protein	AT5G64000	SAL2	chromosome:TAIR10:5:25616625:25618478:1	SAL2 phosphatase	87.417	0	1199	NA	GO:0006790;GO:0046854	IPR000760;IPR006239;IPR020583
GSBRNA2T00141694001	-1.923207092	0.014642699	CDX84479	BnaC03g50210D	supercontig:AST_PRJEB5043_v1:LK031837:1354850:1355911:-1	BnaC03g50210D protein	AT5G64040	PSAN	chromosome:TAIR10:5:25628521:25629708:-1	Photosystem I reaction center subunit N	90.891	0	689	NA	GO:0005516;GO:0009522;GO:0015979;GO:0042651	IPR008796
GSBRNA2T00141732001	4.614537901	2.1e-16	CDX84506	BnaC03g49940D	supercontig:AST_PRJEB5043_v1:LK031837:1503685:1505775:-1	BnaC03g49940D protein	AT5G64250	NA	chromosome:TAIR10:5:25697354:25698971:-1	2-nitropropane dioxygenase-like protein	88.396	0	1194	NA	GO:0003824;GO:0018580;GO:0055114	IPR004136;IPR013785
GSBRNA2T00141743001	-0.988437212	0.020614638	CDX84512	BnaC03g49880D	supercontig:AST_PRJEB5043_v1:LK031837:1551110:1553727:-1	BnaC03g49880D protein	AT5G64290	DIT2-1	chromosome:TAIR10:5:25714178:25716901:-1	Dicarboxylate transporter 2.1, chloroplastic	88.457	0	2028	NA	GO:0005215;GO:0006814;GO:0016020;GO:0055085	IPR001898
GSBRNA2T00141744001	1.92510969	0.000514646	CDX84513	BnaC03g49870D	supercontig:AST_PRJEB5043_v1:LK031837:1555838:1558730:1	BnaC03g49870D protein	AT5G64300	RIBA1	chromosome:TAIR10:5:25718008:25721166:1	Bifunctional riboflavin biosynthesis protein RIBA 1, chloroplastic	87.693	0	1578	NA	GO:0003935;GO:0009231	IPR000422;IPR000926;IPR016299;IPR017945
GSBRNA2T00141746001	-3.15150975	9.27e-14	CDX84515	BnaC03g49850D	supercontig:AST_PRJEB5043_v1:LK031837:1563525:1567108:1	BnaC03g49850D protein	AT5G64330	RPT3	chromosome:TAIR10:5:25727126:25730358:1	Root phototropism protein 3	85.824	0	1343	NA	GO:0005515	IPR000210;IPR011333;IPR027356
GSBRNA2T00141770001	1.834470672	8.73e-05	CDX84533	BnaC03g49670D	supercontig:AST_PRJEB5043_v1:LK031837:1662574:1664811:1	BnaC03g49670D protein	AT5G64510	TIN1	chromosome:TAIR10:5:25784404:25786385:1	Putative uncharacterized protein At5g64510	83.476	0	1158	NA	NA	NA
GSBRNA2T00141780001	3.17750498	1.03e-07	CDX84538	BnaC03g49620D	supercontig:AST_PRJEB5043_v1:LK031837:1743928:1745336:-1	RING-type E3 ubiquitin transferase	AT5G64660	PUB27	chromosome:TAIR10:5:25841913:25843555:-1	U-box domain-containing protein 27	86.472	0	1382	879	GO:0000151;GO:0004842;GO:0005488;GO:0016567	IPR003613;IPR011989;IPR013083;IPR016024
GSBRNA2T00141794001	4.623343914	6.91e-10	CDX84547	BnaA03g16830D	supercontig:AST_PRJEB5043_v1:LK031838:6600:8090:1	Glycosyltransferase	AT2G36800	UGT73C5	chromosome:TAIR10:2:15423172:15425129:-1	UDP-glycosyltransferase 73C5	87.576	0	1703	87	GO:0008152	IPR002213
GSBRNA2T00141803001	-2.256005461	0.002028506	CDX84553	BnaA03g16770D	supercontig:AST_PRJEB5043_v1:LK031838:33425:35684:-1	BnaA03g16770D protein	AT2G36570	PXC1	chromosome:TAIR10:2:15335284:15337995:1	Leucine-rich repeat receptor-like protein kinase PXC1	83.052	0	1491	NA	GO:0004672;GO:0004713;GO:0005524;GO:0006468	IPR000719;IPR002290;IPR011009;IPR020635
GSBRNA2T00141833001	-1.224856382	0.00130388	CDX84577	BnaA03g16530D	supercontig:AST_PRJEB5043_v1:LK031838:156409:157536:-1	BnaA03g16530D protein	AT2G36160	RPS14A	chromosome:TAIR10:2:15169818:15171459:1	40S ribosomal protein S14-1	90.562	5.76e-168	590	NA	GO:0003735;GO:0005622;GO:0005840;GO:0006412	IPR001971;IPR018102
GSBRNA2T00141849001	2.384277683	0.015261068	CDX84590	BnaA03g16400D	supercontig:AST_PRJEB5043_v1:LK031838:229011:229538:1	BnaA03g16400D protein	AT2G35910	ATL70	chromosome:TAIR10:2:15072887:15074140:-1	RING-H2 finger protein ATL70	86.111	3.15e-151	534	NA	GO:0005515;GO:0008270	IPR001841;IPR013083
GSBRNA2T00141853001	-2.208830339	2.58e-06	CDX84594	BnaA03g16360D	supercontig:AST_PRJEB5043_v1:LK031838:240851:243112:-1	BnaA03g16360D protein	AT2G35860	FLA16	chromosome:TAIR10:2:15059763:15062122:1	Fasciclin-like arabinogalactan protein 16	87.378	0	1517	NA	NA	IPR000782
GSBRNA2T00141870001	3.097151963	0.001208445	CDX84606	BnaA03g16240D	supercontig:AST_PRJEB5043_v1:LK031838:298100:298925:1	BnaA03g16240D protein	AT2G35658	NA	chromosome:TAIR10:2:14990325:14990935:-1	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G16840.1); Has 30201 Blast hits to 17322 /.../ins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).	83.75	1.49e-58	226	NA	NA	NA
GSBRNA2T00141874001	-1.578342893	0.000410813	CDX84610	BnaA03g16200D	supercontig:AST_PRJEB5043_v1:LK031838:337915:342352:1	BnaA03g16200D protein	AT2G35620	FEI2	chromosome:TAIR10:2:14960851:14965438:-1	LRR receptor-like serine/threonine-protein kinase FEI 2	87.905	0	2056	NA	GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468	IPR000719;IPR002290;IPR008271;IPR011009;IPR013210;IPR017441;IPR020635
GSBRNA2T00141881001	-2.362468462	0.045221712	CDX84614	BnaA03g16160D	supercontig:AST_PRJEB5043_v1:LK031838:385064:387203:-1	BnaA03g16160D protein	AT2G35260	NA	chromosome:TAIR10:2:14849357:14852045:1	At2g35260/T4C15.7	88.683	0	1363	NA	GO:0016020	IPR003675
GSBRNA2T00141885001	-1.424317633	0.007198764	CDX84617	BnaA03g16130D	supercontig:AST_PRJEB5043_v1:LK031838:393411:395811:-1	BnaA03g16130D protein	AT2G35190	NPSN11	chromosome:TAIR10:2:14830626:14833417:1	Novel plant SNARE 11	92.259	0	1112	NA	GO:0005515	IPR000727
GSBRNA2T00141899001	2.368234166	0.000236886	CDX84628	BnaA03g16020D	supercontig:AST_PRJEB5043_v1:LK031838:471728:473822:-1	BnaA03g16020D protein	AT2G34770	FAH1	chromosome:TAIR10:2:14665667:14668250:1	FAH1	86.872	0	798	NA	GO:0005506;GO:0006633;GO:0016491;GO:0055114	IPR006694
GSBRNA2T00141907001	-1.654668911	0.010823014	CDX84636	BnaA03g15940D	supercontig:AST_PRJEB5043_v1:LK031838:495048:506238:1	BnaA03g15940D protein	AT2G34680	AIR9	chromosome:TAIR10:2:14616610:14629207:-1	Outer arm dynein light chain 1 protein	90.271	0	6656	NA	GO:0005515	IPR001611;IPR025875
GSBRNA2T00141909001	1.337998532	0.026078936	CDX84638	BnaA03g15920D	supercontig:AST_PRJEB5043_v1:LK031838:510825:513823:-1	BnaA03g15920D protein	AT2G34630	SPS3	chromosome:TAIR10:2:14578630:14581741:1	GPS1	87.539	0	1461	NA	GO:0008299	IPR000092;IPR008949;IPR017446
GSBRNA2T00141914001	-0.901148925	0.040746883	CDX84643	BnaA03g15870D	supercontig:AST_PRJEB5043_v1:LK031838:533051:534377:1	60S ribosomal protein L18a	AT2G34480	NA	chromosome:TAIR10:2:14532633:14534239:-1	Ribosomal protein L18ae/LX family protein	90.088	2.03e-167	588	174	GO:0003735;GO:0005840;GO:0006412	IPR021138;IPR023573
GSBRNA2T00141918001	-2.751108612	6.45e-06	CDX84647	BnaA03g15830D	supercontig:AST_PRJEB5043_v1:LK031838:547573:548925:1	Chlorophyll a-b binding protein, chloroplastic	AT2G34430	LHB1B1	chromosome:TAIR10:2:14524607:14525918:1	Chlorophyll a-b binding protein, chloroplastic	90.274	0	1048	37	GO:0016020	IPR001344;IPR022796;IPR023329
GSBRNA2T00141920001	2.149987926	0.003522584	CDX84649	BnaA03g15810D	supercontig:AST_PRJEB5043_v1:LK031838:553302:558649:-1	Protein DETOXIFICATION	AT2G34360	DTX15	chromosome:TAIR10:2:14507294:14510342:1	Protein DETOXIFICATION 15	87.642	0	1607	249	GO:0006855;GO:0015238;GO:0015297;GO:0016020;GO:0055085	IPR002528;IPR002885
GSBRNA2T00141931001	3.440860767	0.029085353	CDX84655	BnaA03g15750D	supercontig:AST_PRJEB5043_v1:LK031838:586113:591633:-1	Transcription elongation factor SPT5	AT2G34210	NA	chromosome:TAIR10:2:14445938:14450522:1	Putative transcription elongation factor SPT5 homolog 2	86.327	0	1600	249	GO:0003735;GO:0005622;GO:0005840;GO:0006357;GO:0006412;GO:0032968	IPR005100;IPR005824;IPR005825;IPR006645;IPR008991;IPR017071
GSBRNA2T00141946001	-1.26254493	0.034399546	CDX84669	BnaA03g15610D	supercontig:AST_PRJEB5043_v1:LK031838:662065:662947:1	BnaA03g15610D protein	AT2G33830	DRMH1	chromosome:TAIR10:2:14308754:14310339:-1	Dormancy-associated protein homolog 1	91.131	3.29e-124	444	NA	NA	IPR008406
GSBRNA2T00141961001	-2.263273639	0.00346885	CDX84681	BnaA03g15490D	supercontig:AST_PRJEB5043_v1:LK031838:702099:704378:-1	BnaA03g15490D protein	AT2G33570	GALS1	chromosome:TAIR10:2:14216771:14219252:1	Galactan beta-1,4-galactosyltransferase GALS1	84.628	0	1206	NA	NA	IPR008166
GSBRNA2T00141977001	-1.251488212	0.034342663	CDX84697	BnaA03g15330D	supercontig:AST_PRJEB5043_v1:LK031838:766235:769601:1	BnaA03g15330D protein	AT2G33210	HSP60-2	chromosome:TAIR10:2:14074870:14078744:-1	Chaperonin CPN60-like 1, mitochondrial	90.411	0	1243	552	GO:0005524;GO:0005737;GO:0006457;GO:0042026;GO:0044267	IPR001844;IPR002423;IPR018370
GSBRNA2T00141982001	1.344707279	0.00178235	CDX84701	BnaA03g15290D	supercontig:AST_PRJEB5043_v1:LK031838:782813:786087:1	BnaA03g15290D protein	AT2G33150	PED1	chromosome:TAIR10:2:14047478:14051400:-1	PKT3	92.153	0	1962	783	GO:0003824;GO:0008152	IPR002155;IPR016038;IPR016039;IPR020610;IPR020613;IPR020615;IPR020616;IPR020617
GSBRNA2T00141983001	1.215205795	0.003159864	CDX84702	BnaA03g15280D	supercontig:AST_PRJEB5043_v1:LK031838:788124:789580:1	BnaA03g15280D protein	AT2G33120	SAR1	chromosome:TAIR10:2:14043400:14045695:-1	AT2G33120 protein	90.732	0	889	105	GO:0006810;GO:0016021;GO:0016192	IPR001388;IPR010908;IPR011012
GSBRNA2T00142002001	1.745887281	0.001813617	CDX84718	BnaA03g15120D	supercontig:AST_PRJEB5043_v1:LK031838:905284:907842:-1	BnaA03g15120D protein	AT2G32800	LECRKS2	chromosome:TAIR10:2:13916440:13919179:1	Receptor like protein kinase S.2	83.766	0	2398	NA	GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468	IPR000719;IPR001245;IPR002290;IPR008271;IPR011009;IPR013320;IPR017441;IPR020635
GSBRNA2T00142027001	-2.375316084	0.054570168	CDX84741	BnaA03g14890D	supercontig:AST_PRJEB5043_v1:LK031838:1016880:1017816:1	BnaA03g14890D protein	AT2G32300	UCC1	chromosome:TAIR10:2:13722362:13723614:1	uclacyanin 1	84.761	0	771	NA	GO:0005507;GO:0009055	IPR000923;IPR003245;IPR008972
GSBRNA2T00142042001	2.32950388	5.32e-05	CDX84751	BnaA03g14790D	supercontig:AST_PRJEB5043_v1:LK031838:1079928:1082496:1	BnaA03g14790D protein	AT2G31955	CNX2	chromosome:TAIR10:2:13584267:13586621:-1	CNX2	88.114	0	1210	NA	GO:0003824;GO:0006777;GO:0019008;GO:0046872;GO:0051536	IPR000385;IPR006638;IPR007197;IPR010505;IPR013483;IPR013785
GSBRNA2T00142048001	1.791612355	0.033093216	CDX84757	BnaA03g14730D	supercontig:AST_PRJEB5043_v1:LK031838:1104126:1112764:-1	BnaA03g14730D protein	AT2G31810	NA	chromosome:TAIR10:2:13524048:13528712:1	Acetolactate synthase small subunit 2, chloroplastic	91.242	0	1042	NA	GO:0003984;GO:0009082	IPR004789;IPR019455
GSBRNA2T00142060001	-0.987308034	0.020601779	CDX84767	BnaA03g14630D	supercontig:AST_PRJEB5043_v1:LK031838:1167663:1169416:-1	BnaA03g14630D protein	AT2G31610	RPS3A	chromosome:TAIR10:2:13450241:13451982:1	40S ribosomal protein S3-1	87.384	0	861	31	GO:0003723;GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0015935	IPR001351;IPR004044;IPR005703;IPR009019;IPR015946
GSBRNA2T00142097001	1.24172167	0.033400895	CDX84800	BnaA03g14300D	supercontig:AST_PRJEB5043_v1:LK031838:1313693:1317788:1	BnaA03g14300D protein	AT2G31110	TBL40	chromosome:TAIR10:2:13258329:13262216:-1	TBL40	90.164	0	1426	NA	NA	IPR025846;IPR026057
GSBRNA2T00142113001	-3.943819533	7.05e-06	CDX84811	BnaA03g14190D	supercontig:AST_PRJEB5043_v1:LK031838:1368371:1370432:-1	BnaA03g14190D protein	AT2G28210	ATACA2	chromosome:TAIR10:2:12029694:12033013:1	ATACA2	82.99	0	647	NA	GO:0004089;GO:0006730;GO:0008270	IPR001148;IPR018338;IPR023561
GSBRNA2T00142141001	3.281271498	1.21e-12	CDX84829	BnaA03g14010D	supercontig:AST_PRJEB5043_v1:LK031838:1467405:1469494:1	BnaA03g14010D protein	AT2G30490	CYP73A5	chromosome:TAIR10:2:12993625:12996012:-1	Cinnamate-4-hydroxylase	86.746	0	1679	NA	GO:0005506;GO:0009055;GO:0020037;GO:0055114	IPR001128;IPR002401;IPR017972
